issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture
605,#605 The Noblest of Intentions,2,2. titles of nobility are packaged with @@DEMONYMADJECTIVE@@ citizenship in invite-only auctions,,0.2317,-1.1071,2.8595,2.1244,-0.0804,-9.4923,,,0.5343,-3.72,-20.6352,-13.6184,-1.1885,1.8225,-32.88,-1.1493,-13.9919,-23.6893,-52.0868,3.8382,-16.3361,-61.0539,-4.8591,38.6605,-52.9808,,-3.9819,-23.258,-29.984,-44.1816,,-6.7119,-0.0304,-0.3079,-0.0892,0.0657,,,,,-0.724,-0.2604,-0.4913,-0.4757,-17.7311,-0.3335,3.0157,-0.1641,1.8295,0.9668,-0.1944,-155.7961,0.1889,-6.3234,-4.5411,0.056,,0.117,,,2.1439,0.4757,-0.1188,,,,-443.3328,-16390.2582,74435.9561,-21.56,0.2374,-0.7758,246.4519,,0.1054,-0.4467,,
605,#605 The Noblest of Intentions,3,3. business leaders are mailing @@LEADER@@ forged birth certificates in a bid to win their rivals as serfs,0.0048,0.019,,-6.3444,-0.0427,-0.17,0.798,-0.0035,,8.6669,8.8163,7.0292,42.1596,7.2633,3.0548,65.4672,13.7926,7.5912,9.4607,16.1776,9.3632,9.2966,29.5531,6.0376,18.1023,81.1601,,0.2212,2.6593,7.7421,14.6546,,-0.1307,-0.0965,0.1974,0.0003,,,,,,-0.1218,-0.0191,0.0163,-0.5004,16.922,-0.2832,-0.3172,0.0147,-0.0391,,,-18.5578,-0.1997,2.0802,-0.8103,0.0056,,-0.0178,,,0.2124,0.5004,0.0053,,,-1.132,340.1781,-27.1286,-5082.819,7.8603,0.0353,0.4171,170.8428,,-0.3971,-1.2,,
606,#606 In the Black,1,1. armed police are cracking down on untaxed collectable-card-trading in local junior schools,-0.1356,-0.0328,,-0.0859,-0.1916,,-7.9374,0.1176,-0.0397,-7.8916,-14.1281,-14.6333,-49.6473,-1.9408,-8.2797,-98.7623,-22.3612,-5.1463,-22.2068,-19.1751,2.0946,-19.0973,-8.3411,-6.7958,-60.3507,-121.287,0.078,-4.44,-13.3782,260.9488,-21.224,,0.1044,-0.1189,-0.1777,-0.013,0.0102,,,-0.3247,-0.9966,0.8541,1.2581,0.0508,0.0863,-29.286,0.2417,-0.2218,0.3337,-1.3988,-0.5397,0.1665,17.6286,-0.0573,-5.4345,10.2531,-0.0427,-0.441,-0.0048,,,-2.2702,-0.0863,0.0067,,,,-297.3007,56.2398,-1586.4103,-18.6255,-0.2164,-1.112,-563.5737,0.0017,-0.045,-0.02,,
606,#606 In the Black,2,2. @@LEADER@@ has a wardrobe full of fake designer suits,0.0587,0.0668,0.0713,0.6996,0.9115,-0.0065,-0.1538,-0.0538,0.0128,-0.3867,-0.1214,-5.2318,-0.1553,0.0171,1.9549,-10.4212,0.029,-1.7677,-7.4169,-16.2612,0.0675,-4.9181,261.5443,-1.2549,64.3117,-16.0394,-0.0335,1.2314,-2.5828,-169.1907,-9.7724,,-0.1704,-0.0037,0.9242,0.0003,-0.0133,,0.0027,,0.0051,-1.2748,-0.7728,-0.2105,-0.1154,-2.5676,-0.4364,0.5603,-0.1875,0.882,0.4857,-0.0786,-30.0231,0.0467,-0.6363,-11.2695,0.0888,0.7789,0.0241,,,5.7272,0.1154,-0.0504,,,0.0004,86.7505,-299.4094,2412.3692,-1.5516,0.4455,0.2575,262.048,-0.002,0.0369,,,0.0051
606,#606 In the Black,3,3. exploding toys that leak battery acid are back in the shops after the government declared child safety 'over-rated',,3.1459,,41.0883,12.2728,,-19.6657,,,-23.6109,-3.7732,-55.0857,-217.9859,19.8946,68.0672,-266.129,-28.9765,33.9766,-101.7354,-237.1064,-9.8921,-82.7095,240.5338,-64.9265,113.7315,-344.8265,,-9.9428,-78.6076,-129.4223,-210.3103,,-18.3438,,23.84,,,,-0.2362,,,-2.2016,-2.3336,-3.8944,0.9819,-99.9388,-0.9991,16.5076,-1.0845,6.2732,,,-522.3672,2.4684,-12.5189,-22.8941,0.1747,0.0718,1.3898,,,6.2623,-0.9819,-0.2968,,,,-1538.368,-44485.5609,282835.2374,-97.6474,0.9645,-0.0124,1313.4531,,1.6136,-16.2469,,
607,#607 If Your Election Lasts Longer Than Four Weeks...,1,1. arbitrary election rules are considered sacrosanct,-0.0002,,-0.7243,,0.0069,0.0007,-0.3567,0.0002,-0.0025,-0.3677,-1.1333,-1.0928,-5.1786,-0.0019,-0.4799,-8.2359,-2.0634,-0.4513,-1.6304,-1.2671,-0.1304,-1.6108,-0.497,-0.9076,-9.6723,-9.6965,0.0002,-0.4131,-1.0434,-2.0366,-1.6696,,,0.0003,-0.6384,-0.1223,0.0926,,,,0.0022,-0.0212,0.1589,-0.0029,-0.1658,-2.0571,-0.0231,,0.0045,-0.0085,-0.907,0.1692,10.2328,0.0835,-0.351,0.7977,0.001,-0.0009,-0.0,,0.0255,0.0152,0.1658,-0.001,-0.0003,0.0004,,-50.0708,-25.3021,-99.4907,-1.564,0.0118,-0.0899,-21.9338,0.0,0.0003,0.0253,,
607,#607 If Your Election Lasts Longer Than Four Weeks...,2,2. the nation is in perpetual campaign mode,0.0045,-0.0,2.8237,0.0001,-0.0221,,1.3209,-0.0034,0.0009,0.7333,0.5652,1.4508,2.6918,0.4199,0.4844,3.0148,0.8694,1.131,0.7735,1.6528,0.1425,1.2015,2.9711,1.917,24.7625,5.199,0.0007,0.752,1.725,1.7042,3.6082,,-0.0082,,5.8924,0.3834,-0.4108,,,,-0.0074,0.0591,-0.1045,0.0058,-0.3008,1.725,0.0461,0.0094,-0.0073,0.0125,3.8825,-0.6762,-105.4102,-0.1307,0.6918,1.4927,-0.002,0.0048,,,0.0209,-0.3143,0.3008,0.0019,0.0027,,0.0167,64.7545,0.5162,199.631,2.1671,-0.0225,0.4143,32.3378,,0.0069,,,0.0074
607,#607 If Your Election Lasts Longer Than Four Weeks...,3,3. woefully uninformed voters cast their ballots at random,-1.1096,0.0134,-5.6567,0.0,0.0172,0.0016,-0.2509,1.1262,-1.2191,0.4993,0.8359,-1.335,-99.1784,1.0359,0.6475,-2.8973,3.0379,0.872,0.2652,0.0759,0.1733,0.4281,1.0754,-61.299,27.5927,-3.7309,-0.0003,3.0869,0.0228,-1.8344,-1.3523,,-0.0047,0.0013,-6.5106,-2.0256,2.0359,,0.0012,,2.0,-0.1121,-0.1174,-0.0026,-0.024,0.4005,0.2577,0.0052,0.0636,-0.1003,-8.1486,1.369,173.3551,0.2096,0.3079,-0.0464,-0.0063,-1.643,-0.0002,,0.0036,0.5072,0.024,-0.2548,3.7109,-3.7864,0.007,-128.5383,-71.5388,-248.5638,-2.0567,0.0519,0.2623,-92.9401,0.027,-0.0069,-0.0552,,-0.0123
608,#608 Thrown Into Sharp Relief,1,1. doctors prescribe medicines but they rarely dispense hope or compassion,-0.5961,-0.3026,,-0.2926,-0.8754,-0.3735,-3.1636,0.5819,-0.552,-3.419,-3.942,-4.8601,58.7311,-29.9243,-14.0175,22.3807,-3.4185,-35.8894,-3.4411,-3.6804,-4.6564,-3.0536,-2.6305,18.2065,-33.4689,14.0974,0.0264,-7.046,-5.8462,61.9536,-1.9609,,0.3577,-0.2586,-0.2844,0.3949,-0.2925,,0.3483,0.0004,1.0052,0.1363,0.6422,0.4597,0.0774,-5.886,-0.0504,-0.6451,0.1084,-0.4078,0.0052,-0.0002,37.2619,0.0058,-3.6542,1.7085,-0.006,-0.7707,-0.1939,,0.048,-0.1841,-0.0774,0.1746,-1.5521,1.4142,-0.006,-49.3023,286.8918,-1594.2185,-7.6417,-0.0546,-2.4228,-136.694,0.0192,0.3824,0.6199,,-0.0017
608,#608 Thrown Into Sharp Relief,2,2. recognised healthcare professionals treat diabetes with a grain of sugar in a barrel of water,0.5578,0.3232,-0.0063,1.1755,2.1504,0.2455,2.8659,-0.5197,0.3017,1.5922,3.4447,3.7089,-50.4029,32.9463,9.2849,-17.1171,3.9432,35.0099,-1.7424,-1.5129,1.8116,-0.4253,-7.1872,-23.5003,29.8843,-11.8068,0.0005,7.5956,2.9719,2.2878,-5.8178,23.1152,-0.5016,0.1673,0.8125,-0.3208,0.376,-0.0049,-0.1907,,-0.9974,0.0021,-0.168,-0.6731,-0.1612,3.4795,0.1562,0.846,-0.0326,0.1493,0.0174,-0.0019,-52.8972,0.0361,3.3556,0.5735,-0.0005,0.9302,0.3798,-0.2638,-0.0967,-0.1877,0.1612,-0.2569,1.3854,-1.3054,0.0074,62.3146,-469.7632,3049.3063,4.4663,-0.0007,2.9731,80.9976,-0.0114,-0.1794,-1.6603,,
608,#608 Thrown Into Sharp Relief,3,3. the state considers itself the 'third parent' of every child in the nation,-0.3587,-0.074,,-0.0212,-0.0557,,-1.2028,0.3668,-0.3068,-0.8226,-1.1178,-1.5119,-1.6475,-1.0453,-4.2052,-1.3314,-1.0964,-0.7489,0.3093,-1.4394,-1.2189,-0.6541,-0.0502,-2.5399,-1.6815,-3.6656,0.0001,-2.4383,-1.9312,-1.8433,-0.3129,,0.091,,-0.1075,-0.0567,0.0462,,0.0,,-0.0017,0.0153,0.0603,0.0109,0.003,-1.9745,0.1155,-0.1222,0.0051,-0.0242,,,12.3729,-0.0149,-1.2746,0.3323,-0.0019,-0.3686,-0.0042,,-0.0046,-0.0036,-0.003,-0.0126,,,,-43.81,29.7609,-273.4458,-2.4751,-0.0065,-0.8542,-27.8072,0.007,-0.0316,0.7248,,
609,"#609 @@CURRENCYPLURAL@@, Drugs, and Rock'n'Roll",1,"1. @@LEADER@@'s peyote-induced ""let's all just be friends"" speech is trending world-wide",3.0744,0.086,,0.1659,0.5149,,-4.3398,-2.8079,7.6925,-8.0908,-7.4446,46.185,-27.8884,-21.8724,-7.057,-32.4595,-10.3905,152.0306,-13.6432,-18.1556,-5.3499,-11.185,363.6128,52.241,-6.3848,5.611,,-4.9144,-8.8653,-11.7031,-13.8559,,-0.1266,0.0001,0.2063,0.4534,-0.3331,,-0.0001,0.0001,-1.9928,-0.0762,-0.1107,-0.2014,-0.448,-11.2068,-0.4846,0.2291,-0.1939,0.5058,,,-86.6351,0.1308,-4.0841,10.5953,0.0129,69.1569,0.0342,,,-1.325,0.448,-0.0452,0.7789,,,318.5509,-5.2277,1626.4414,-12.1147,0.0372,-1.175,366.8102,-0.0534,2.0841,0.1269,,1.9928
609,"#609 @@CURRENCYPLURAL@@, Drugs, and Rock'n'Roll",2,2. denied drugs and entertainment the nation's youth are taking to petty crime to alleviate their boredom,-2.8083,-0.0434,,-0.2699,-0.4957,,1.6345,2.4331,-0.8833,-1.4476,0.448,-27.3122,-0.0573,-1.183,-2.0494,4.7688,0.7067,104.9074,0.035,0.7388,-1.5362,0.3549,0.697,-26.4859,50.3688,-23.978,,0.4419,2.2776,3.0843,5.0651,,0.0961,,-0.1986,-0.1876,0.3887,,,,0.9917,-0.5929,-0.4223,0.1332,0.7537,1.7975,-0.1697,-0.2015,-0.0219,0.0308,,,116.8528,-0.034,0.4109,-11.7582,0.0354,-68.3445,0.0108,,,3.312,-0.7537,0.028,-0.3778,,,121.3908,193.5793,-711.9042,2.643,0.2965,0.1903,59.3467,0.0383,-0.3003,-0.0144,2.975,-0.9917
609,"#609 @@CURRENCYPLURAL@@, Drugs, and Rock'n'Roll",3,3. the sanitised and dull music festivals of @@NAME@@ are famed for their reasonable volume levels,-1.5887,0.0205,,-0.0031,-0.3714,,64.4097,1.5216,-1.3963,-8.355,-0.4962,25.1022,-19.2114,-6.7341,13.1069,-18.374,0.7568,-5.2046,-10.2168,-14.1885,-7.5485,-9.4238,211.0557,33.0755,-34.9842,-1.6434,0.0878,-6.0578,-8.774,66.0395,-9.7609,,-0.033,,0.0209,-0.0411,0.0294,0.5395,0.0005,,-0.9963,0.3056,0.9432,0.1904,0.0677,-10.2066,0.683,0.0345,0.1954,-0.7018,,,31.4115,-0.0307,-4.1159,16.3432,-0.0223,-41.5046,-0.0079,,3.8712,-1.042,-0.0677,0.1235,0.1739,0.3873,0.0005,296.8813,124.7386,673.0936,67.0005,-0.1441,-1.2135,26.3213,-0.2467,1.0023,1.9909,,0.9963
610,#610 Only @@LEADER@@ Could Go to Dàguó,1,1. the government baselessly accuses foreign dignitaries of being assassins,-0.0362,-0.0002,,0.0,-0.0017,,0.0051,0.0424,-0.0877,-0.0297,-0.0159,-0.0294,-0.0888,0.0427,0.112,-1.7625,-0.0071,-0.0172,0.8208,-0.0461,0.0482,-0.0298,-0.0106,-0.0425,-1.4114,-1.8216,0.0004,0.0217,0.0076,0.3416,0.2043,,-0.0006,,0.5698,-0.0071,0.0012,,0.0003,,-0.0023,0.005,0.0246,0.0013,-0.0118,70.5013,-0.162,0.001,0.0019,-0.0044,,,0.3159,-0.0007,-0.005,0.2026,-0.0022,-0.2334,-0.0,,-0.0,-0.0007,0.0118,-0.0,,,-2.0366,-1.9326,-2.4347,1.3281,-0.0138,-0.0054,-0.0007,-2.3563,0.0553,-0.9279,-0.9354,-0.009,
610,#610 Only @@LEADER@@ Could Go to Dàguó,2,2. lavish state dinners in @@CAPITAL@@ are the state's leading budgetary expenditure,0.001,0.0015,,-0.0001,0.0087,,-1.5641,-0.0007,0.0098,-2.1439,-2.1834,-2.9888,-4.9496,-1.7196,-3.7749,-4.3455,-2.1053,-1.3608,-2.4568,-3.5041,-1.9005,-2.2944,-1.8847,-3.6722,-1.5895,-9.4769,0.0788,-2.4125,-2.8053,-3.4822,-2.4507,,0.0005,,-0.0006,0.0001,0.0002,,-0.0018,,-0.0098,-0.0,0.0002,-0.0025,0.0001,-2.8715,0.3518,-0.001,0.2725,-0.8796,0.0005,-0.0001,0.0023,-0.0416,-1.3866,0.0072,,0.0004,0.0008,,0.0014,-0.0001,-0.0001,0.0002,-0.0013,-0.0007,1.0851,115.3855,61.319,256.3852,-3.6606,0.0,49.574,-140.0344,,0.4805,0.7588,,0.0033
610,#610 Only @@LEADER@@ Could Go to Dàguó,3,3. relations with Dàguó have warmed from frosty to chilly,0.0018,-0.0,0.0005,0.0012,-0.0021,0.0007,-0.1749,-0.0022,0.0026,0.142,0.0748,-0.3486,-0.3418,-0.0753,-0.6263,-0.4011,0.3671,-0.0519,-0.0461,0.01,-0.0897,0.0408,0.0395,-0.2552,0.1909,-0.6041,0.001,0.0911,-0.2774,-0.1997,-0.208,-0.0004,-0.0002,0.0004,-1.1368,0.0007,-0.0002,-0.0008,0.0011,-0.0008,0.0082,-0.0002,-0.0049,0.0004,0.0017,-62.5543,0.368,0.0007,-0.0078,-0.036,0.0015,-0.0001,0.1309,-0.0014,-0.0973,-0.0201,0.0002,0.0041,-0.0001,0.0025,-0.0026,0.0013,-0.0017,0.0002,-0.0087,0.001,2.197,3.7003,2.1678,19.0842,-0.2168,0.0006,-0.0975,-3.2324,-0.068,1.1011,1.4741,,-0.0103
610,#610 Only @@LEADER@@ Could Go to Dàguó,4,4. recent events in Dàguó have been classified 'for @@LEADER@@'s eyes only',,,,,-0.0229,-0.5537,6.6405,,,2.3991,5.5824,6.3229,27.775,2.5982,11.832,99.9405,8.7295,5.7735,5.6075,10.3586,2.6335,4.4179,13.0074,9.8799,45.8757,108.655,0.0554,6.3313,9.5244,14.2648,16.5446,,,-0.3049,3.5534,,,,,,-0.0032,-0.1695,-1.6733,0.0268,-0.0,170.1901,-0.9574,,0.1562,-0.5864,3.362,-1.0463,,-0.4815,5.2155,-5.8759,0.0179,-0.0004,,,,1.1798,0.0,0.009,0.0059,,-3.0117,560.454,294.5171,1362.0485,13.1529,0.0771,1.7719,75.1442,0.1272,-0.9063,-2.8211,,0.0032
611,#611 Blundering Battle Bureaucrats,1,1. visitors to @@NAME@@ are microchipped and must be escorted by @@A@@ @@DEMONYMADJECTIVE@@ soldier - even to the bathroom,-1.7985,,,,-0.0264,-0.663,41.5767,1.6022,-0.5476,36.233,75.8497,75.1919,292.116,30.5489,29.8412,616.5394,121.3576,32.8055,121.1647,111.6168,14.8334,117.1295,41.3218,31.3337,18.4928,727.9591,,27.4047,67.4238,147.9693,116.1845,,,-0.2882,0.1704,-0.1813,0.1316,,-0.0011,,-0.0034,-0.065,-0.0183,0.0106,0.5193,137.8554,-0.2369,,1.2017,-4.2915,,,90.3882,-0.4091,21.7852,-22.2171,0.0053,-2.6689,0.2328,,,2.0113,-0.5193,0.0034,,,,-2251.7095,-1001.7189,-4968.3946,97.8368,0.0136,5.8183,-2558.9729,0.0231,-0.0083,-5.2767,,
611,#611 Blundering Battle Bureaucrats,2,2. heavily-armed commandos play rock-paper-scissors over whether to execute criminals and foreign visitors,-0.4865,-0.0042,,-0.0001,-0.0262,,22.1411,0.4354,-0.2754,12.1009,16.4377,24.0934,79.8102,22.4576,33.6317,793.6294,35.3835,9.826,18.4631,42.0958,5.6867,20.7656,46.6191,25.704,14.0844,829.6911,0.0242,9.4546,35.3016,54.9057,55.1717,,0.0025,,-0.0053,-0.049,0.0677,,,,,0.0114,0.0145,0.0093,0.1302,205.734,-1.119,-0.0032,0.4903,-1.6367,,,22.2062,-0.1318,14.8037,-18.1017,0.0348,-0.0161,0.2341,,,3.8141,-0.1302,0.0032,,,,-774.019,-476.956,-1337.1921,37.3426,-0.0066,4.735,-800.213,0.1091,-0.0077,-6.1655,-0.0056,
611,#611 Blundering Battle Bureaucrats,3,3. out-of-work soldiers and bureaucrats can often be found camped out in front of manservant academies,3.7983,,,,0.317,,1.4482,-3.3625,1.4944,1.3155,1.7824,2.9449,8.0681,1.0003,1.0841,10.4255,2.632,1.298,3.0291,4.7559,1.3173,2.3531,6.4064,2.6475,59.8967,14.6856,-0.1267,1.3189,4.1536,-210.4884,6.0139,,,,,0.7663,-0.7179,,,,-0.0056,-0.8189,-1.263,-0.1187,-0.9275,-213.5775,-0.1525,,-0.4839,2.161,0.0041,-0.0002,-166.9839,0.0618,1.6466,-11.1879,0.0393,17.4056,-0.0139,,,2.8161,0.9275,0.0859,-1.0866,0.8396,,-60.3009,-23.3892,-166.0335,224.5139,0.2324,0.5047,541.0811,-0.2176,,7.6657,,
611,#611 Blundering Battle Bureaucrats,4,4. visiting dignitaries often take advantage of strict reparation policies by stubbing their toes,3.8411,0.9516,,,-0.2664,0.4839,3.0889,-3.3173,1.3672,5.7031,5.5836,7.468,9.2817,5.9878,16.3013,-42.2846,8.0769,0.465,3.5741,7.1211,3.4263,6.2409,4.238,11.227,-1.3011,-29.1133,0.0247,9.1428,7.485,6.9102,155.6249,,,0.2964,-0.3301,0.4593,-0.5305,,,,,0.0509,0.0192,0.1363,-0.8922,-68.6424,0.3169,,-0.0658,0.0222,,,-141.2801,0.0057,4.5312,11.4501,-0.0018,18.461,-0.0559,,,-2.2174,0.8922,0.4133,,,,824.1511,511.2698,1606.8995,9.3432,-0.0227,3.0382,466.7185,-0.1208,0.0,14.5567,,
612,#612 A Petty Issue,1,1. golden statues of @@ANIMALPLURAL@@ line the memorial avenues of the Funerary District,0.0028,0.0001,,0.0002,0.0461,0.2714,0.5138,-0.0013,0.0007,0.8546,1.5496,31.4437,5.862,-0.0581,0.2174,-8.2751,2.5999,0.4778,1.9637,0.8458,0.0756,1.7583,-0.6618,17.9372,-1.0291,24.0192,0.0201,-0.7369,0.5239,1.5726,0.9665,,-0.0006,0.1408,-0.0787,0.0118,-0.0078,,-0.0008,,-1.0026,0.0491,-0.1923,-0.0663,-0.0009,2.172,0.2127,0.0015,0.0631,-0.3016,0.5607,-0.1474,-0.2928,-0.0858,0.1265,4.5085,-0.0028,-0.0003,0.0003,,-0.0019,-0.8942,0.0009,-0.0221,0.3646,0.0015,-0.016,139.8996,66.9353,314.3672,1.2595,-0.0172,0.0719,-30.6003,-0.0001,0.7116,0.7937,-0.0052,0.9974
612,#612 A Petty Issue,2,2. the crispy fried liver of @@A@@ @@ANIMAL@@ is prized as a tasty treat by vagrants,-0.0229,-0.0024,-0.0008,-0.0002,-0.3507,0.4723,-1.5803,0.0171,-0.0038,-0.4728,-0.5363,-1.2435,-2.3265,-0.7044,-1.5423,-33.7006,-1.1443,-0.4893,-1.962,-2.1398,1.7583,-1.3341,-2.2322,-0.947,-14.2705,-35.4049,0.0365,126.6645,-2.5634,-4.365,-3.2943,,0.0019,0.3471,-0.1898,-0.0118,0.0034,,0.0001,-0.0049,0.0302,0.2246,0.0975,0.1087,0.0044,-3.9658,0.6778,-0.0036,0.1345,-0.5835,-0.0016,0.0003,0.3135,-0.069,-1.2384,4.0042,-0.0094,-0.0142,-0.0032,,0.239,-0.7078,-0.0044,0.0363,,,,34.0683,18.8859,60.8392,-3.243,-0.0645,-0.4382,-101.6755,,0.0004,2.4925,,
612,#612 A Petty Issue,3,3. it's usual for grandparents to stay in the family home with their descendants but younger children are often frightened of them,0.0122,0.0675,,0.1598,0.0426,,-0.3563,-0.0098,0.003,-0.338,-0.3619,-2.4838,191.9072,-0.6022,0.739,-7.428,-0.7864,-2.1252,-3.2048,-6.5412,10.1567,-2.6181,-9.1675,-1.3881,8.065,-10.2499,0.0001,0.5903,-2.1661,-3.348,-5.7716,-66.3784,-0.1461,-0.1061,1.1477,0.0379,-0.0443,0.0019,,-0.289,-0.9764,-0.1303,-0.0466,-0.0065,-0.0352,-1.4512,-0.0355,0.2305,-0.0551,0.1796,0.0074,-0.005,-17.6279,0.0179,0.0056,-3.2461,0.0079,0.0017,0.0104,1.1827,,0.9082,0.0352,0.0219,-2.8286,3.0093,,143.3452,-100.7661,1093.9449,-2.0131,0.0465,0.4037,103.319,-0.0018,0.0233,-0.0279,,
613,"#613 A Nude Day, a Nude Awakening...",1,1. fashion magazine covers finally display realistic body images following photo-manipulation becoming illegal,-0.3644,-0.0036,0.0044,-0.0004,-0.0417,0.4512,0.1753,0.3491,-8.5633,1.1847,0.2374,0.5523,-1.7331,1.6411,1.1444,-39.4287,-0.5066,0.625,-0.1422,0.8738,1.3879,-0.9868,-135.1649,2.1625,-22.7695,-37.6839,0.0306,0.4796,-0.0001,66.0491,-1.0813,,0.0028,0.3355,-1.1651,-0.0552,0.0396,-0.0,-0.0003,,0.0031,0.3861,0.9404,0.0353,0.0075,-1.7999,0.9558,-0.0038,0.1935,-0.4624,-0.0036,0.0005,7.3824,-0.0265,0.1026,12.1596,-0.0104,-0.4248,-0.0001,,0.0449,-0.2164,-0.0075,0.0106,-0.0067,0.0108,1.2186,-127.2486,-65.191,-253.5383,-0.6024,-0.1225,0.0587,-194.4475,0.0064,0.6652,2.3012,,
613,"#613 A Nude Day, a Nude Awakening...",2,2. pre-schoolers who draw stick figures of their favorite celebrities are sued for infringing image rights,1.8157,0.0001,-1.071,0.0543,-0.0442,,3.4819,-1.659,1.708,9.7794,9.6438,10.7682,-890.8564,43.5742,11.7758,32.079,10.0178,7.1232,14.4624,16.7059,10.1273,10.967,16.1131,9.4958,-12.2103,52.6265,0.0892,6.7138,8.6581,205.9331,8.836,0.0271,-0.0001,,-1.3808,-0.215,0.2052,,,,,0.3962,1.501,0.0099,-0.9615,14.817,-0.0361,0.0023,0.7427,-1.5838,0.2366,-0.065,-240.511,-0.1887,4.9385,13.8424,-0.0198,0.2394,0.0056,-0.0001,,-0.8272,0.9615,0.0036,21.3208,-20.9143,,-362.4264,-205.2931,-690.7483,10.8483,-0.131,2.0641,-668.1873,-0.0249,-0.0214,-0.0832,,
613,"#613 A Nude Day, a Nude Awakening...",3,3. t-shirts displaying a photo of @@LEADER@@ performing the Full-Monty are selling out,0.2203,-0.0006,1.0849,-0.0,-0.0093,,-1.7408,-0.1854,7.0289,-3.5589,-3.4815,20.5475,-11.5727,-3.57,-4.8659,-8.0913,-4.3523,-2.692,-4.2346,-5.4226,-2.8346,-3.6192,188.1749,31.1864,-5.77,8.8786,0.0003,-3.2473,-3.6295,-3.1998,-3.4877,,0.001,,3.3504,0.2464,-0.1988,,,,-0.9804,0.0268,0.329,0.0007,0.016,-3.613,-0.0101,-0.0015,-0.0919,0.1815,-0.3228,0.0637,-29.9908,0.0082,-1.8016,7.4493,-0.0022,0.2436,,,,-0.4177,-0.016,0.001,0.4545,,,126.6271,67.148,285.1292,-5.3389,-0.0132,-0.8477,139.2622,-0.0056,0.9641,0.0331,,0.9804
613,"#613 A Nude Day, a Nude Awakening...",4,4. they say that @@LEADER@@'s personal computer is full of naked pictures of the Emperor of Maxtopia,4.2688,,0.0038,,0.0525,-0.0036,-0.0037,-3.8096,3.4101,-2.7129,-2.0599,-2.524,256.5074,-2.6682,-1.7798,-0.1705,-1.9657,-1.5265,-2.5023,-3.1851,-2.5991,-2.3335,-2.7005,-2.451,42.9946,-5.407,0.0323,-0.4512,-0.6269,-0.5911,0.1612,,,-0.0001,0.0018,0.7574,-0.7694,,,,,-0.1278,-1.4623,-0.0082,-0.9015,71.5557,-1.6217,,0.0112,-0.127,1.6304,-0.4587,-167.7738,-0.2598,-0.4074,0.8063,0.0177,3.5416,-0.0001,,,-0.1864,0.9015,-0.0029,-4.4177,3.4458,,329.3172,154.867,892.9041,-0.4778,0.0647,0.0028,171.5351,-0.0165,,0.113,,
614,#614 How Much Is That Vote in the Window?,1,1. unemployed political consultants and advertisers spend every election night weeping for the good old days,,-0.376,-3.6244,-0.5028,-0.0211,,-2.8975,,-0.0341,-7.7363,-11.1017,-8.9003,-24.1487,15.6902,-7.6639,-21.72,-10.8529,-5.1296,-9.0502,-8.5476,-8.4668,-9.9443,-10.8026,-14.6251,-54.566,-38.3568,0.0006,-6.2145,-6.4488,-8.4861,-5.2361,,0.4812,,-3.8624,-0.6427,0.4889,,,,,-0.0556,0.1544,-0.0107,-0.7165,-8.7488,-0.0886,-0.8684,0.0434,-0.1854,-4.0363,0.9463,57.0251,-0.0476,-3.0075,4.0577,0.0037,0.1244,-0.0279,,0.0141,-0.2055,0.7165,-0.1026,-0.0292,0.0132,,-297.5898,421.8329,-3297.8737,-10.1003,0.0407,-0.8928,-212.6942,0.0022,-0.3104,0.0379,,
614,#614 How Much Is That Vote in the Window?,2,"2. candidates celebrate ""free speech"" by spraying champagne all over anyone who shows up to a rally",,2.5949,5.0907,0.6243,-0.9666,,6.1069,,,36.5888,37.3606,51.5369,74.0711,26.5013,48.4711,70.3812,42.2679,22.4775,43.2076,44.0237,46.3445,38.4235,49.9378,55.7421,74.1593,158.5078,0.1989,18.6608,19.1886,18.6831,402.7989,,-0.3188,,6.4655,0.9072,-0.9142,,0.0012,,0.0248,0.0988,0.3411,0.3199,0.079,25.1898,0.0883,0.7172,0.7344,-1.4535,8.8966,-1.3651,-92.5072,-0.0992,9.3788,2.5554,-0.006,-0.0019,0.025,,,0.0194,-0.079,1.2874,,,,1462.6721,59.3358,8005.6281,23.6547,-0.0563,5.8687,641.9922,,0.2216,1.7956,,
